,batch_num,percent_correct
0,0.0,0.5625
1,50.0,0.5
2,100.0,0.453125
3,150.0,0.671875
4,200.0,0.609375
5,250.0,0.5625
6,300.0,0.578125
7,350.0,0.609375
8,400.0,0.671875
9,450.0,0.5
10,500.0,0.6875
11,550.0,0.5625
12,600.0,0.65625
13,650.0,0.65625
14,700.0,0.75
15,750.0,0.5625
16,800.0,0.703125
17,850.0,0.78125
18,900.0,0.5625
19,950.0,0.75
20,1000.0,0.78125
21,1050.0,0.71875
22,1100.0,0.78125
23,1150.0,0.78125
24,1200.0,0.78125
25,1250.0,0.671875
26,1300.0,0.671875
27,1350.0,0.734375
28,1400.0,0.796875
29,1450.0,0.765625
30,1500.0,0.796875
31,1550.0,0.734375
32,1600.0,0.8125
33,1650.0,0.765625
34,1700.0,0.796875
35,1750.0,0.875
36,1800.0,0.78125
37,1850.0,0.8125
38,1900.0,0.859375
39,1950.0,0.84375
40,2000.0,0.828125
41,2050.0,0.78125
42,2100.0,0.828125
43,2150.0,0.84375
44,2200.0,0.890625
45,2250.0,0.84375
46,2300.0,0.828125
47,2350.0,0.828125
48,2400.0,0.921875
49,2450.0,0.828125
50,2500.0,0.875
51,2550.0,0.84375
52,2600.0,0.84375
53,2650.0,0.9375
54,2700.0,0.84375
55,2750.0,0.953125
56,2800.0,0.828125
57,2850.0,0.9375
58,2900.0,0.875
59,2950.0,0.875
60,3000.0,0.9375
61,3050.0,0.921875
62,3100.0,0.828125
63,3150.0,0.890625
64,3200.0,0.890625
65,3250.0,0.953125
66,3300.0,0.9375
67,3350.0,0.921875
68,3400.0,0.9375
69,3450.0,0.890625
70,3500.0,0.90625
71,3550.0,0.921875
72,3600.0,0.921875
73,3650.0,0.875
74,3700.0,0.96875
75,3750.0,0.921875
76,3800.0,0.890625
77,3850.0,0.875
78,3900.0,0.96875
79,3950.0,0.921875
80,4000.0,0.953125
81,4050.0,0.96875
82,4100.0,0.953125
83,4150.0,0.9375
84,4200.0,0.9375
85,4250.0,0.90625
86,4300.0,0.953125
87,4350.0,0.953125
88,4400.0,0.96875
89,4450.0,0.921875
90,4500.0,0.9375
91,4550.0,0.96875
92,4600.0,0.921875
93,4650.0,0.921875
94,4700.0,0.984375
95,4750.0,0.9375
96,4800.0,0.90625
97,4850.0,0.984375
98,4900.0,0.9375
99,4950.0,0.9375
